id,name,lat,lon
13468079,,40.4963276,25.5041496
13468080,,40.496494,25.5051404
13468081,,40.4966241,25.5056406
13468083,,40.4969439,25.5062527
13468085,,40.497396,25.5068166
13468086,,40.497796,25.5072945
13468087,,40.4986985,25.5083937
13468088,,40.4988574,25.5086551
13468089,,40.4989854,25.5089529
13468090,,40.4991643,25.5096872
13468092,,40.499456,25.5111308
13468093,,40.4996458,25.5120464
13468094,,40.4998525,25.5130519
13468095,,40.5000207,25.513595
13468096,,40.5002848,25.5139614
13468097,,40.5007765,25.5144534
13468098,,40.5010381,25.5148081
13468099,,40.5012015,25.5150826
13468102,,40.502045,25.5170543
13468103,,40.5022409,25.5175148
13468252,,40.5031476,25.5204922
13468254,,40.5038092,25.5227604
13468255,,40.5040225,25.5236768
13468260,,40.5045746,25.5267254
13468263,,40.504721,25.5285026
13468264,,40.5047303,25.5293357
13468265,,40.5046966,25.5302148
13468266,,40.5046323,25.5309271
13468267,,40.5044718,25.532255
13468268,,40.5032606,25.5237256
13468273,,40.5025979,25.5238764
13468276,,40.501578,25.5241592
13468282,,40.5002321,25.5244909
13468287,,40.4991013,25.5248151
13468292,,40.4987713,25.5249743
13468293,,40.4984492,25.5253358
13469638,,40.5047564,25.5335953
13469641,,40.5053142,25.5357975
13469642,,40.5052958,25.5365189
13469646,,40.504812,25.5383405
13469647,,40.5046535,25.5393353
13469648,,40.5046207,25.5401534
13469649,,40.5046857,25.5410571
13469651,,40.5048489,25.5427855
13469653,,40.5051093,25.544482
13469657,,40.5054646,25.5468201
13469658,,40.5055835,25.5474396
13469659,,40.5057111,25.5478764
13469661,,40.5061331,25.5491683
13469662,,40.5062987,25.549723
13469666,,40.5072535,25.5525235
13469669,,40.5077243,25.5540397
13469670,,40.5079981,25.554821
13561668,,40.5081613,25.5554647
13561669,,40.5082918,25.5562372
13561670,,40.5084876,25.5569239
13561671,,40.5086194,25.5574747
13561672,,40.5087805,25.5582765
13561675,,40.5089444,25.5589838
13561676,,40.5093984,25.5611262
13561678,,40.5095028,25.5616755
13561681,,40.5095804,25.5633566
13561682,,40.509597,25.5642195
13561683,,40.5096065,25.5651676
13561684,,40.5095317,25.5665369
13561686,,40.5093026,25.5674925
13561688,,40.5091402,25.5681677
13561689,,40.5089317,25.569014
13561690,,40.5087818,25.569685
13561691,,40.5085914,25.5704758
13561692,,40.5084349,25.5711957
13561693,,40.5081733,25.5723343
13561694,,40.508014,25.5729641
13561695,,40.5078319,25.5736907
13561696,,40.5076661,25.5743663
13561697,,40.5075162,25.5750672
13561698,,40.5073532,25.5757825
13561699,,40.5070924,25.5770952
13561700,,40.5069183,25.5779306
13561701,,40.5067133,25.5789108
13561702,,40.5066024,25.5793909
13561703,,40.5064519,25.5801956
13561704,,40.5080468,25.570392
13561705,,40.5076295,25.5702489
13561706,,40.5073122,25.5701007
13561707,,40.5067166,25.5701164
13561708,,40.5060304,25.5703859
13561709,,40.5056136,25.5705054
13561710,,40.505314,25.570466
13561711,,40.5048983,25.5702276
13561712,,40.5044844,25.5702119
13561713,,40.5042952,25.5703539
13561714,,40.5040322,25.5703341
13561715,,40.5037686,25.5704006
13663443,,40.4977466,25.5263143
13663445,,40.4971056,25.5271241
13663447,,40.496327,25.5279268
13663452,,40.4959752,25.5283204
13663455,,40.495791,25.528408
13663462,,40.4954487,25.5283195
13663468,,40.4953125,25.5281279
13663472,,40.4945717,25.5268672
13663475,,40.4943606,25.526664
13663487,,40.4933913,25.5263627
13663493,,40.4928799,25.5265315
13663503,,40.492659,25.5266578
13663507,,40.4915029,25.5273402
13663514,,40.4910005,25.5276018
13663523,,40.4904282,25.5275565
13663534,,40.4898899,25.5274079
13663547,,40.4895585,25.5269769
13663552,,40.4895221,25.5267965
13663563,,40.4891649,25.5260202
13663568,,40.488634,25.5254629
13663575,,40.4877971,25.5248558
13663582,,40.4870725,25.5244815
13663588,,40.4864596,25.5249678
13663591,,40.4863885,25.5250688
13663598,,40.4859588,25.525119
13663603,,40.4856494,25.5248501
13663614,,40.4851645,25.5247467
13663625,,40.4847879,25.5245429
13663633,,40.4846636,25.5243619
13663639,,40.4842107,25.523706
13663752,,40.4940578,25.5264787
13663876,,40.4838027,25.5237074
13663881,,40.4834317,25.5238512
13663886,,40.4831298,25.5237082
13663893,,40.4829193,25.5235295
13663898,,40.4825814,25.5232157
13663901,,40.4823162,25.5232297
13663908,,40.481947,25.5236765
13663913,,40.4813329,25.5245437
13663917,,40.4809536,25.5254564
13663922,,40.4808276,25.525834
13663924,,40.4803842,25.5261889
13663931,,40.4801716,25.525969
13666692,,40.4797811,25.5255229
13666694,,40.4792038,25.5254627
13666695,,40.4783489,25.5250348
13666697,,40.4781861,25.5249536
13666700,,40.4775744,25.5248153
13666702,,40.4769384,25.5248148
13666703,,40.4765396,25.5250054
13666705,,40.4762178,25.5249076
13666706,,40.4759759,25.5247653
13666708,,40.4752993,25.5248266
13666712,,40.47468,25.524755
13666714,,40.4744898,25.5247186
13666715,,40.4739857,25.5243156
13666716,,40.4737643,25.5239318
13666717,,40.4734149,25.5239265
13666719,,40.4728763,25.5239238
13666721,,40.4726822,25.5239952
13666723,,40.4726682,25.5242852
13666726,,40.4720458,25.5243002
13666730,,40.4711698,25.5239866
13666733,,40.4706378,25.523316
13666735,,40.4703705,25.5229577
13666742,,40.4697633,25.5217888
13666745,,40.4693932,25.5207486
13666751,,40.4692062,25.5200459
13666754,,40.4760109,25.5236317
13666761,,40.4763341,25.523066
13666765,,40.4769696,25.5222651
13666767,,40.4773609,25.5214483
13666779,,40.477771,25.5201597
13666786,,40.4782439,25.5195426
13666787,,40.4783994,25.5194378
13666788,,40.478787,25.5190113
13666789,,40.4790033,25.5185661
13666892,,40.4716833,25.5242253
13666959,,40.4795417,25.5175701
13666962,,40.4799752,25.5166471
13666963,,40.4800577,25.5163063
13666964,,40.4801978,25.5154978
13666965,,40.4803303,25.5144288
13666967,,40.4803319,25.5118025
13666968,,40.4803042,25.5106624
13666975,,40.4802255,25.5092116
13666976,,40.4801502,25.5085326
13666977,,40.4800797,25.5082077
13666982,,40.4796815,25.5074494
13666987,,40.4799091,25.5113228
13666988,,40.4796064,25.510953
13666989,,40.4789017,25.5108594
13666990,,40.4783306,25.5108347
13666991,,40.4779713,25.5106716
13666992,,40.4771042,25.5100703
13666993,,40.4763673,25.5096473
13666994,,40.475745,25.5093863
13666995,,40.4751427,25.509095
13666996,,40.4743757,25.5088957
13666997,,40.473714,25.5086747
13667086,,40.4734351,25.5086267
13667088,,40.4731546,25.5084212
13667089,,40.4728414,25.5082643
13667090,,40.4720015,25.5083266
13667091,,40.4716836,25.5085819
13667092,,40.4713257,25.5084108
13667093,,40.4710572,25.5086184
13667094,,40.4706812,25.5089419
13667095,,40.4700454,25.5094995
13667096,,40.4698497,25.5096221
13667097,,40.4696893,25.5095668
13667098,,40.4693647,25.50887
13671108,,40.4758876,25.4723505
13671109,,40.4761329,25.4728243
13671110,,40.4760277,25.4734257
13671111,,40.4759443,25.4745256
13671112,,40.4759086,25.4749706
13671113,,40.475787,25.4753837
13671114,,40.4754494,25.4761752
13671116,,40.4749882,25.4771321
13671117,,40.4742217,25.4776595
13671118,,40.4738403,25.4779162
13671119,,40.4733698,25.4785157
13671121,,40.4732221,25.4789778
13671123,,40.4732448,25.4797704
13671124,,40.4734394,25.4805606
13671125,,40.4734858,25.4811008
13671126,,40.4732705,25.481944
13671127,,40.4730999,25.4824094
13671128,,40.4729245,25.4828883
13671130,,40.472452,25.4826851
13671131,,40.4728975,25.4837172
13671132,,40.4730432,25.4845712
13671134,,40.4731968,25.485324
13671145,,40.4751523,25.472203
13671146,,40.4743044,25.4718015
13671152,,40.4737132,25.4714283
13671162,,40.4753334,25.4726015
13671165,,40.4730424,25.4707743
13671172,,40.4728184,25.4704476
13671188,,40.4764249,25.4735479
13671194,,40.4775438,25.4739336
13671320,,40.4716669,25.4823275
13671321,,40.4715203,25.4822882
13671322,,40.470563,25.4829123
13671323,,40.4702258,25.4833302
13671327,,40.4695444,25.4842472
13671330,,40.4689138,25.4851082
13671333,,40.4685466,25.4855723
13671336,,40.4679564,25.4863381
13671343,,40.4732836,25.4860537
13671352,,40.4732517,25.4870894
13671360,,40.4732024,25.4880328
13671361,,40.4731699,25.488593
13671365,,40.4731183,25.489469
13671366,,40.4731049,25.4900008
13671367,,40.4731467,25.4905035
13671368,,40.4732852,25.4909514
13671419,,40.4722355,25.4572946
13671426,,40.472068,25.4582642
13671429,,40.4719621,25.4590536
13671430,,40.4717758,25.4601249
13671431,,40.4716329,25.4610886
13671432,,40.4714655,25.4620345
13671433,,40.4712364,25.4623144
13671434,,40.4712353,25.4626537
13671435,,40.4713681,25.4627763
13671436,,40.4715418,25.463079
13671437,,40.4715475,25.4638585
13671438,,40.4715573,25.4645893
13671440,,40.4716969,25.4665972
13671443,,40.4718131,25.4674797
13671448,,40.4721758,25.4690214
13671449,,40.4725008,25.4698221
13671545,,40.4774755,25.4731757
13671546,,40.4782632,25.4734927
13671547,,40.4786327,25.4737781
13671548,,40.4796717,25.4744249
13671549,,40.4806683,25.4750939
13671550,,40.4819596,25.4766729
13671635,,40.4803884,25.475205
13671654,,40.4788443,25.4744893
13772079,,40.4675128,25.4868922
13772085,,40.4671116,25.4873927
13772086,,40.4664701,25.4881657
13772087,,40.4660469,25.488693
13772088,,40.4654469,25.4894445
13772089,,40.4651031,25.4898701
13772096,,40.46445,25.4907284
13772100,,40.4641888,25.4910288
13772107,,40.4637644,25.4915438
13772118,,40.4635157,25.4918471
13772123,,40.4630134,25.4924021
13772125,,40.4622418,25.4931972
13772134,,40.4619033,25.4936466
13772139,,40.4617074,25.4940758
13772146,,40.4613155,25.4950628
13772150,,40.4609706,25.4955617
13772161,,40.4601848,25.4960696
13772162,,40.4603533,25.4967187
13772166,,40.4605346,25.4972697
13772172,,40.4608684,25.4979434
13772176,,40.4611443,25.498711
13772177,,40.4612117,25.4993365
13772185,,40.4614304,25.5002576
13772187,,40.4615782,25.5006369
13772192,,40.4619744,25.501429
13772195,,40.4624125,25.5021135
13772199,,40.4629304,25.5031014
13772205,,40.4631853,25.5036064
13772211,,40.4632761,25.5037306
13772212,,40.4638232,25.5044001
13772215,,40.4642103,25.5050052
13772216,,40.4647252,25.505914
13772219,,40.4650577,25.5061138
13772226,,40.465301,25.5061329
13772238,,40.4656689,25.5064483
13772247,,40.4657922,25.5066908
13772248,,40.4660116,25.5071057
13772249,,40.4661505,25.507583
13772250,,40.4662183,25.5080669
13772251,,40.4662156,25.5088903
13772258,,40.4662706,25.5091218
13772264,,40.466502,25.5095
13772272,,40.4667401,25.5093678
13772273,,40.4673384,25.5087705
13772277,,40.4676174,25.5084057
13772279,,40.4678141,25.5079363
13772280,,40.4680028,25.5077657
13772281,,40.4683793,25.5076654
13772282,,40.4686654,25.5080025
13772284,,40.4691224,25.50862
13772433,,40.4734624,25.4913859
13772434,,40.4736942,25.4919052
13772437,,40.4738993,25.4924183
13772441,,40.4740261,25.4929037
13772445,,40.4740975,25.4941214
13772446,,40.4741284,25.4950115
13772447,,40.4743286,25.4960168
13772448,,40.4747388,25.4969081
13772452,,40.4753016,25.4980265
13772565,,40.4755949,25.4990152
13772568,,40.4757031,25.4997362
13772570,,40.4757981,25.5004057
13772573,,40.4760073,25.5018864
13772579,,40.4761379,25.5027018
13772583,,40.4762842,25.5031692
13772589,,40.4766091,25.5037076
13772595,,40.4778945,25.5049092
13772599,,40.478633,25.5056579
13772600,,40.4787974,25.5059063
13772601,,40.479031,25.5063308
13772628,,40.4755435,25.4987127
13772795,,40.4689877,25.5193373
13772799,,40.4686533,25.5189983
13772800,,40.4683919,25.5188009
13772804,,40.4680266,25.5186534
13772805,,40.4676588,25.5185439
13772809,,40.4677142,25.5187217
13772959,,40.4678781,25.5191498
13772962,,40.4671889,25.5191523
13772975,,40.4670954,25.5193083
13772980,,40.4673132,25.5194202
13772985,,40.4676127,25.5196731
13772993,,40.4674994,25.5199692
13772996,,40.4668497,25.5198381
13772997,,40.466412,25.519635
13772998,,40.4660123,25.5196411
13773002,,40.4656226,25.519481
13773008,,40.4651666,25.5190523
13773009,,40.4649099,25.5185334
13773011,,40.464768,25.5182157
13773015,,40.4644949,25.5176041
13773017,,40.4639747,25.516741
13773018,,40.4637921,25.5166841
13773025,,40.4636224,25.5162075
13773027,,40.4637461,25.5156286
13773034,,40.4638304,25.5150846
13773067,,40.4680057,25.5190146
13773267,,40.4635776,25.5145703
13773269,,40.4634767,25.5136854
13773275,,40.4635161,25.5129852
13773280,,40.4633555,25.5124886
13773283,,40.4632281,25.5121807
13773284,,40.4628882,25.5116867
13773287,,40.4625541,25.511414
13773294,,40.4622877,25.5107281
13773295,,40.4620685,25.5099986
13773300,,40.4619951,25.5095604
13773305,,40.4617713,25.508488
13773311,,40.461515,25.5074811
13773313,,40.4613007,25.5070431
13773328,,40.4606552,25.505886
13773329,,40.4601401,25.505105
13773484,,40.4597809,25.4963503
13773490,,40.4593195,25.4966677
13773497,,40.4587142,25.4973705
13773499,,40.4580611,25.4984798
13773505,,40.4576374,25.4992925
13773510,,40.4572044,25.4998578
13773519,,40.45684,25.4999447
13773520,,40.4565239,25.499925
13773523,,40.4560542,25.4998484
13773524,,40.4553648,25.4997655
13773526,,40.4572905,25.5001386
13773529,,40.4575847,25.5008165
13773533,,40.4579951,25.5018109
13773537,,40.4581843,25.5022602
13773542,,40.4586849,25.5028144
13773623,,40.4591449,25.5040176
13773628,,40.4595685,25.5044703
13773706,,40.4589812,25.5035587
13773808,,40.4538477,25.4995646
13773813,,40.4533652,25.4994975
13773814,,40.4525929,25.4991006
13773815,,40.452303,25.4987965
13773816,,40.4519044,25.4983709
13773817,,40.4514631,25.4979198
13773818,,40.4510235,25.4975346
13773819,,40.4505396,25.4973373
13773820,,40.450017,25.4973803
13773821,,40.4494945,25.497509
13773824,,40.448835,25.4977476
13773825,,40.4483109,25.4979391
13773826,,40.4479047,25.4980737
13773828,,40.4474707,25.4981033
13773829,,40.446811,25.4979482
13773830,,40.4464534,25.4977868
13773831,,40.4458471,25.4976614
13773833,,40.4451868,25.4976673
13773834,,40.444759,25.4976807
13773835,,40.4441962,25.497717
13773836,,40.4436904,25.4977572
13773837,,40.4431511,25.4977798
13773841,,40.4423251,25.4978451
13773844,,40.4419256,25.4979492
13773848,,40.4415348,25.4983388
13773853,,40.4413274,25.4991866
13773854,,40.4412507,25.500473
13773855,,40.441186,25.5010189
13773856,,40.4409049,25.5013823
13773857,,40.44028,25.5014942
17401675,,37.9517804,22.9599895
17401676,,37.9165348,23.0094456
17404842,Μηλίνα,39.1710975,23.2212955
17406419,,39.1843847,23.5068513
17406420,,39.1709943,23.5009079
17408906,Λουτράκι,39.1681731,23.6136277
17408908,Σκόπελος,39.122169,23.7272519
21150392,,36.8038832,27.0962107
21150394,,36.8039666,27.096329
21150400,,36.8044008,27.0968146
21150402,,36.8029986,27.1055716
21150404,,36.8023161,27.1076276
21150406,,36.7900304,27.1166285
21150409,,36.7832501,27.1307626
21150411,,36.7828908,27.1363691
21150413,,36.7821154,27.1396314
21150415,,36.7830762,27.1397741
21150416,,36.7827173,27.1425221
21150417,,36.8024748,27.1532008
21150418,,36.8071315,27.1610917
21150419,,36.8089848,27.1629672
21150420,,36.8103531,27.16502
21150421,,36.8113327,27.1686825
21150422,,36.8115617,27.1709284
21150423,,36.8131252,27.1715108
21150424,,36.8136036,27.1749858
21150425,,36.8133353,27.1754709
21150426,,36.8130794,27.176158
21150428,,36.8135643,27.1796759
21150432,,36.8125453,27.1848078
21150433,,36.8124673,27.1846904
21259204,,36.7860096,27.1443203
21259211,,36.8108403,27.1784592
21259212,,36.8103711,27.1774816
21259213,,36.809949,27.1765142
21259215,,36.8095459,27.1754802
21259219,,36.8090365,27.1739137
21259220,,36.8086666,27.1729412
21259221,,36.8079712,27.171248
21259223,,36.8069654,27.1689384
21259224,,36.8063607,27.1675766
21259225,,36.8062347,27.1672903
21259226,,36.8059702,27.1664799
21259227,,36.8048646,27.1648382
21259228,,36.8042857,27.1641946
21259229,,36.8034269,27.1631523
21259230,,36.802582,27.1624131
21259231,,36.8010315,27.1613571
21259232,,36.8004883,27.1608628
21259233,,36.799598,27.1600999
21259234,,36.7990264,27.1598566
21259235,,36.7981659,27.1590354
21259236,,36.7974041,27.1581948
21259237,,36.7965815,27.1573314
21259238,,36.7961386,27.156833
21259239,,36.795495,27.1559222
21259240,,36.7949101,27.155247
21259241,,36.7939457,27.1542173
21259242,,36.7929978,27.1531874
21259243,,36.7925222,27.1529678
21259244,,36.7918795,27.1525606
21259245,,36.7916333,27.1522467
21259246,,36.7907618,27.151393
21259247,,36.789613,27.1506233
21259248,,36.7886475,27.1500024
21259249,,36.7878118,27.1494232
21259250,,36.7876644,27.1491812
21259251,,36.7871615,27.1485499
21259255,,36.7847846,27.1456561
21259256,,36.7842551,27.1463625
21259259,,36.7879251,27.1199734
21259260,,36.7911603,27.11637
21259261,,36.7970462,27.1137527
21259262,,36.8026598,27.1068689
21259263,,36.8046929,27.0976272
21259264,,36.8065386,27.1015954
21259265,,36.8074076,27.1020186
21259266,,36.8160513,27.104037
21259267,,36.8166154,27.1045084
21259268,,36.8180749,27.1051708
21259270,,36.8276188,27.1141465
21259271,,36.8277739,27.1152365
21259272,,36.8298932,27.1195712
21259273,,36.8323285,27.1228328
21259274,,36.8326231,27.1227913
21259275,,36.8335481,27.1208481
21259276,,36.8343059,27.119843
21259278,,36.8362039,27.120793
21259279,,36.836865,27.1202244
21259281,,36.8385518,27.1216124
21259282,,36.8395231,27.1220858
21259283,,36.839287,27.122747
21259285,,36.8407722,27.1256212
21259286,,36.8422994,27.1259859
21259287,,36.8440744,27.1259589
21259288,,36.8477025,27.1280976
21259290,,36.8544516,27.1336513
21259291,,36.8609926,27.1478445
21259292,,36.8646172,27.1592767
21259293,,36.8659438,27.1607119
21259294,,36.8684258,27.169385
21259295,,36.86921,27.1731619
21259296,,36.8714587,27.1798861
21259297,,36.8714385,27.1827741
21259298,,36.8724032,27.1855287
21259317,,36.8052444,27.0967643
21259319,,36.8043687,27.0971854
21259321,,36.8044488,27.0974091
21259323,,36.804569,27.0975535
21259354,,36.8137848,27.1819875
21259355,,36.8134617,27.1832492
21259356,,36.813758,27.1824635
21259358,,36.8130451,27.1765319
